rev_id	true_proba
642725898	0.6545681133945817
604560447	0.015036504522972187
646040585	0.5154848645472473
608162438	0.14205203268428343
627404679	0.029486457520045754
613633642	0.423181513933733
642993279	0.18546296719737695
655685000	0.2136838531254944
638053128	0.026497903215580813
628564909	0.4039723012240889
610475877	0.15079863018275275
622091343	0.11059837062008386
628365490	0.38579871089727724
629066675	0.01785435872141033
653169357	0.29333067664394713
642386928	0.06012617023505333
622683621	0.08930751195995443
623585449	0.2317998989464141
617960582	0.05713570195349308
639172921	0.44611124895071524
631899875	0.21385643657950076
626784390	0.3569041891899274
648863384	0.12643527498839413
654313224	0.06356918977560005
653287235	0.6413313348758057
635842271	0.04390559236602433
610359542	0.19473544602187304
604316446	0.7006479637621744
645350070	0.2060595712201559
638063923	0.14538568453398637
617472077	0.22824939439259112
605781472	0.4600895196097507
619305312	0.450893793320462
604837391	0.2816433640268031
638933722	0.17706568476231163
645945017	0.05135952045747739
628514148	0.04291438657622185
639176285	0.2937966098221944
655403880	0.05438841895801048
641853728	0.2714321871464926
615626877	0.4287851561921594
649924486	0.4276191592457756
643047554	0.04655691962870944
625466065	0.046082777147439996
654258748	0.11852818636976976
624387633	0.23255630486810805
651776136	0.11394140923560989
621118033	0.07125978712039348
612761837	0.6852888732694354
613681474	0.5473511884983063
609056909	0.3466914317331997
645952137	0.5387931869254269
645288571	0.22714853925438058
635861594	0.4102918097230079
629244859	0.15790989223244056
642288201	0.5227046451687781
613694586	0.263377512140243
634735589	0.030755627600716453
651858372	0.5904002409896784
648311830	0.10520914480740123
647810436	0.16960383142271895
654756617	0.49766300881907255
655550898	0.0390927495304741
638111041	0.879727835955108
607897138	0.3474542217959472
639769689	0.33795692788117365
626857831	0.16018317958665929
639482470	0.05231588184752834
646425489	0.2908079112421365
615304649	0.23978878145582472
630921941	0.030262722561375254
648316825	0.14142086248643265
616497937	0.45962480989810056
630619675	0.3047477417494541
635990659	0.4449077288908528
606719424	0.23057621835678446
646059516	0.07517997311749011
650180155	0.7102381881551615
647340324	0.2382429345080444
647263668	0.06421254906978245
607564221	0.8370847808537357
622858298	0.07049391043925084
634215456	0.5101666371691187
605333721	0.7317144723295328
607025366	0.414965473540325
643429138	0.034915176978621475
642496554	0.08386719731135978
626179847	0.6869018135284393
627476753	0.03256910223486767
