rev_id	true_proba
642725898	0.11262673618346025
604560447	0.007611115551035138
646040585	0.13224467808944904
608162438	0.03870961957564561
627404679	0.009892330266181257
613633642	0.13966327535066175
642993279	0.08058858846975699
655685000	0.0407903438746069
638053128	0.010415602166873693
628564909	0.1266771716921803
610475877	0.036000515200041876
622091343	0.043378472950845424
628365490	0.06645914669866348
629066675	0.0077273741602862074
653169357	0.09606692402280205
642386928	0.01447928075492985
622683621	0.04138735497736294
623585449	0.0631730713049055
617960582	0.021887438043547584
639172921	0.12380933650819917
631899875	0.09990340053764439
626784390	0.13493735109569205
648863384	0.047170217163302754
654313224	0.01785600299176343
653287235	0.24227962067734782
635842271	0.01920980239328575
610359542	0.06908191968633828
604316446	0.21298013672310528
645350070	0.06268923204058306
638063923	0.04162456432452667
617472077	0.11525821790876763
605781472	0.12748676854435298
619305312	0.10174264172837483
604837391	0.07776821411505373
638933722	0.034846226881114065
645945017	0.018833581348411302
628514148	0.014914902078578481
639176285	0.047782663842062006
655403880	0.014040563554419917
641853728	0.07662339810971373
615626877	0.06423461741598971
649924486	0.17501784902448447
643047554	0.013637100431327194
625466065	0.011679995144373987
654258748	0.029196186541218288
624387633	0.04845175884760999
651776136	0.026395233032322867
621118033	0.026357253996782126
612761837	0.20817407548642944
613681474	0.1346642871861838
609056909	0.11577600882409587
645952137	0.117748754626093
645288571	0.0647042550696511
635861594	0.10384215191658422
629244859	0.03693456721573992
642288201	0.1575427753140095
613694586	0.10759362771177533
634735589	0.012331424102837895
651858372	0.14253995116409926
648311830	0.029564248321229992
647810436	0.0325296753247549
654756617	0.166602741077355
655550898	0.01259227700117616
638111041	0.47491892997264373
607897138	0.10879849575697388
639769689	0.07817748407555353
626857831	0.05680255280607356
639482470	0.01287083348519305
646425489	0.08788588058751555
615304649	0.11132020246249572
630921941	0.011652887475737495
648316825	0.03460029826156399
616497937	0.20054101260912513
630619675	0.08250483439757987
635990659	0.08642029798298233
606719424	0.05945151410175914
646059516	0.02436445589695494
650180155	0.26507034307023736
647340324	0.08157517893578052
647263668	0.017247627755552147
607564221	0.3482741087720373
622858298	0.017088863464358457
634215456	0.16511340572890792
605333721	0.26154520916742413
607025366	0.13034697434442133
643429138	0.014320411572892707
642496554	0.02248997373404514
626179847	0.24742766261799737
627476753	0.010491063771231561
632788939	0.15191997531794432
636563144	0.056425137707074496
628018436	0.009551875310589916
628808581	0.060764295722749134
619058710	0.02064912428709357
607698469	0.011319606327470899
619392362	0.09648197639298534
622931950	0.07711950373292502
645738412	0.16761378074693403
647543195	0.05885835185402974
649637548	0.07043868043630588
606251743	0.051808104364784925
641513951	0.439712297814191
654447884	0.42169611884290537
617401617	0.020025842048744462
638998495	0.044016719377569694
607628394	0.02118957482183132
645505136	0.1484362241805212
641141514	0.023851169554424845
610328075	0.16988627302835632
613621637	0.08759586162824519
643648248	0.10924221008564865
618517849	0.0958052702208549
645371778	0.16880065550480158
608355821	0.07447010966822758
656130050	0.10159853653223988
646705653	0.007032508331400865
636839133	0.10675942169537134
640951307	0.1139419352670312
613916353	0.07481932870782075
641877527	0.22850927890587605
609992300	0.11207169870416707
608223509	0.16055613064641944
642223133	0.04334084742519
614955518	0.24549504827293311
641321871	0.04866562458887089
626586626	0.15336825332810303
621748104	0.03085781536568567
649614509	0.11905713601488943
643753850	0.1145864794601908
654188120	0.1051868052351115
626849707	0.18268182828767418
627129303	0.030008699196239726
655093182	0.03907102634694373
608710355	0.08281828117893858
647848420	0.43276948509840524
631365926	0.17463306939242226
637403479	0.009975733821636284
643626110	0.13149319661348471
618787202	0.1025772714759224
631186036	0.1487738746733567
616984930	0.3381988506119537
641182261	0.1380496846250732
617266531	0.1434884077335028
608014197	0.11555136638919807
636352360	0.03142864837793476
640271807	0.1055885469248957
629823517	0.015183844100456341
653830716	0.009460378901207107
608426293	0.025529342694874082
605846556	0.04215976836960011
620449341	0.131079963414284
641712336	0.1569100447434445
656225088	0.08676603989695923
651063338	0.08432496554448561
612864425	0.1381086741337674
636164645	0.011910334994215201
614010979	0.07768520692573416
639297446	0.03949869203000989
607311121	0.057700095527575275
647369867	0.043987239778763836
643787572	0.012060006229162439
611210376	0.1123325322041705
644002442	0.08563139317396326
656199149	0.02023157793382805
648110157	0.007336614395321485
633956061	0.06749443715573371
654805199	0.015538788722831636
639327233	0.07981544866767036
638500008	0.0899365427478736
649003451	0.014418754154931724
621118872	0.03188844525273169
636810640	0.19942392781281543
635247009	0.08063704421178136
623533522	0.030493651066433234
605578639	0.1559336750827708
653548053	0.03266510298014453
634022555	0.06869804445795809
640334176	0.10658833982170059
643748834	0.009198900827950822
639380269	0.011997885682777473
650670305	0.01226735098761597
634604962	0.22010903098893372
641690903	0.02998282481774504
630346837	0.01016091126335827
614916632	0.30274293919375056
606729568	0.1006223032329788
633922654	0.10475813365109495
642608697	0.060819068516003126
612969419	0.03764165084348059
628480708	0.08981810732778785
618602623	0.10009786608332365
644178451	0.010335786176565104
619102165	0.09679036929196917
608288070	0.0337591160605016
635001170	0.01219727257188527
650485563	0.035605012808226456
625140190	0.06272487586818518
608719675	0.09258522516000799
656355817	0.046672879318633134
625928211	0.01207177128445556
609410670	0.02140467831587888
621955812	0.1962583154272916
650180278	0.06840612419977071
622749133	0.04912066278595716
642802727	0.07638442846454759
635785087	0.023925869592304486
613862186	0.05112454705642641
614546943	0.19095220552009323
648020687	0.2757056824049382
642934305	0.011632755349342133
634789963	0.013072940918710654
654028758	0.044509020098094675
640832491	0.0681319084570786
606617048	0.019734457606712687
628578581	0.05508606489540551
614625030	0.43417815578606156
620594910	0.044696734363136884
625676511	0.0650016360289838
641322465	0.3208966100659596
613425345	0.03526684141927504
635380669	0.07364469699569506
648967059	0.12893040953923607
625892878	0.011208665358571516
641636075	0.06559234814848786
620420444	0.009920361031520684
609841789	0.5350124167395669
619088723	0.04747623290808677
653695169	0.1842155349894885
606721781	0.013408703632531048
610619544	0.1486084138338725
630473535	0.10917522656414265
612847632	0.00710031784628805
616431965	0.04453170509102749
607307002	0.023840977931100696
640464062	0.08449366262057033
620507624	0.5391444843813166
623553541	0.0091921606489458
639981455	0.21291383971583588
629087344	0.00792146502961281
632377343	0.01260250666676325
615177257	0.027512394515720327
617424434	0.062281751605869046
610656013	0.06770719021221815
646345369	0.13301124710419232
634093922	0.0678103221373352
610210785	0.4076598369706076
653474016	0.06158688537815977
634653088	0.011591128777641162
638734753	0.022388229436650472
630172306	0.2197102838461947
622352258	0.1678746380423991
635853922	0.13446369021048474
619442983	0.08585644358557995
625256363	0.04809127257273969
633682634	0.2298366646730854
641657874	0.07958985164974626
648325110	0.08924331619012905
608228998	0.08393152703027229
642398514	0.15754786787797764
615025526	0.04190679041807554
618310751	0.03190584801049717
617064731	0.027349185004142428
629317809	0.23113225253599534
607504732	0.1162998089342216
643412121	0.1448409692682039
621743044	0.05830883757364438
624473375	0.009313135510669328
608646831	0.051069519384031065
627704477	0.22602580609033843
609944542	0.24390902624059677
610390031	0.1580071612716996
642763820	0.015074206696038105
613048877	0.20815754348226487
638391269	0.05576307440133491
647004571	0.15083213419110647
641299468	0.02710105020394874
634418652	0.13684661412168378
623763250	0.12634596721869273
647992050	0.05357794091468562
625068575	0.013031461892144106
646597775	0.008629559789057158
608225775	0.03967945361841967
646986333	0.14091378241074587
625853689	0.10264401839438828
654224045	0.1356740041300351
619610416	0.25143962842405415
614559018	0.12445681828880652
631396240	0.06668024758420771
656493933	0.02281735205461578
646770739	0.14430314650783505
652954930	0.06685428690072726
631536025	0.006329215293756367
653085266	0.16403165168771086
624138177	0.46472300561237323
638926473	0.11620701246139527
629133225	0.015545258421562912
656261166	0.008825849954960259
648729272	0.07056687370256956
638167688	0.016116463282638428
651426801	0.012198566662876137
621287969	0.011094878798645364
654179350	0.01970275035378005
631075566	0.19838679265462733
605317559	0.17221833810025544
640929027	0.1154383614207662
605751177	0.09891060427113701
653706321	0.008926079575494753
637701521	0.017950908929491523
630610733	0.0172465229424791
629345236	0.13472535186547638
628585935	0.14364270364596302
642110953	0.02378305906057007
653874379	0.0978876828923906
636854864	0.011515447748592878
621566665	0.0992794817632686
640115043	0.4035349697442562
621123151	0.09549705684894327
644480374	0.010394614547617434
628679260	0.4229865964836977
624319455	0.02544621030545428
639494038	0.26471862281936126
621836558	0.2294267279795489
612284410	0.06670444141571738
632249436	0.06337139993515276
606219354	0.09277159373023613
650524840	0.1168524866735225
636341659	0.019099602461351832
649389955	0.10808341301182048
625713071	0.06692212587784731
611862509	0.176082264508912
626786754	0.020435298756455576
609598161	0.027635205165375775
609149272	0.011158013147338783
647741549	0.010361309614230122
623408921	0.09562876586337667
648973662	0.006978825629850028
618410389	0.08607867661692684
646736342	0.262489728786635
646029887	0.15352150741427997
626756015	0.19298371563510738
619792439	0.00898502773508344
